City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ambilobe,100,MG,1643682949,94,-13.2,49.05,73.99,1.3
Atasū,18,KZ,1643682951,98,48.6814,71.6433,-2.24,4.0
Autazes,100,BR,1643682952,97,-3.5797,-59.1306,73.62,2.24
Chāmpua,29,IN,1643682954,36,22.0833,85.6667,65.3,2.86
Zeya,16,RU,1643682955,54,53.75,127.2667,5.77,4.88
Keti Bandar,0,PK,1643682958,80,24.1447,67.4497,70.12,3.31
Pangnirtung,97,CA,1643682959,94,66.1451,-65.7125,-29.99,4.41
Petropavlovsk-Kamchatskiy,75,RU,1643682777,69,53.0452,158.6483,27.19,15.66
Kongolo,100,CD,1643682962,99,-5.3833,27.0,66.51,1.36
Wonthaggi,78,AU,1643682963,69,-38.6044,145.5913,71.06,18.59
Xiaolan,100,CN,1643682965,82,22.6731,113.2295,51.75,8.77
Marsh Harbour,0,BS,1643682966,55,26.5412,-77.0636,65.1,12.68
Grand-Santi,99,GF,1643682968,99,4.25,-54.3833,71.13,2.15
Dukat,100,RU,1643682969,97,62.55,155.55,-4.11,6.24
Phan Thiet,27,VN,1643682860,57,10.9333,108.1,84.67,13.87
Orlik,41,RU,1643682972,91,52.5178,99.825,-13.85,1.79
Ugoofaaru,58,MV,1643682973,71,5.6667,73.0,82.69,11.56
Bagdarin,14,RU,1643682975,79,54.4333,113.6,-3.66,2.06
Uvarovka,93,RU,1643682976,98,55.5278,35.6061,13.44,3.83
Tahe,99,CN,1643682978,64,52.3333,124.7333,5.81,10.51
Tharād,0,IN,1643682979,80,24.3961,71.6267,65.52,4.45
Ligayan,4,PH,1643682980,78,4.6533,119.4706,81.14,6.62
San Jerónimo,100,PE,1643682982,95,-11.9472,-75.2829,46.92,1.19
Sakakah,0,SA,1643682983,65,29.9697,40.2064,44.17,7.83
Laas,100,IT,1643682985,95,46.6166,10.7002,32.88,7.74
Mossamedes,99,AO,1643682986,75,-15.1961,12.1522,70.32,8.28
Kiryat Gat,64,IL,1643682988,100,31.61,34.7642,52.39,8.59
Varna,0,BG,1643682978,88,43.2167,27.9167,38.44,1.14
Mezen',100,RU,1643682990,98,65.8522,44.24,1.65,4.38
Nemuro,71,JP,1643682992,62,43.3236,145.575,27.03,20.27
Halifax,27,CA,1643682993,81,44.6453,-63.5724,19.45,3.44
Yar-Sale,43,RU,1643682995,100,66.8333,70.8333,-17.7,5.03
Divo,99,CI,1643682996,97,5.8397,-5.36,69.1,1.81
North Battleford,20,CA,1643682997,71,52.7834,-108.2847,-0.31,28.77
Miyako,54,JP,1643683000,41,39.6367,141.9525,36.07,5.79
Kawalu,81,ID,1643683003,66,-7.3817,108.2082,85.12,2.24
Fairbanks,0,US,1643683004,70,64.8378,-147.7164,-15.39,0.0
Zhigansk,92,RU,1643683006,97,66.7697,123.3711,-28.43,6.71
Wad Rāwah,3,SD,1643683007,24,15.1603,33.1397,58.6,14.0
Half Moon Bay,40,US,1643683009,85,37.4636,-122.4286,54.91,6.91
Asău,100,RO,1643683010,84,46.4333,26.4,29.75,3.71
Teluknaga,20,ID,1643683011,74,-6.0989,106.6381,89.64,5.99
Malitbog,89,PH,1643683013,53,8.5339,124.8831,84.74,3.11
Ürümqi,75,CN,1643683014,85,43.801,87.6005,-3.05,2.24
Waddān,58,LY,1643683016,46,29.1614,16.139,48.76,7.67
Macaúbas,96,BR,1643683017,92,-13.0194,-42.6986,67.91,1.92
Ronda,0,ES,1643683019,51,36.7423,-5.1671,52.7,4.43
Arman',100,RU,1643683020,78,59.7,150.1667,7.75,13.82
Mâncio Lima,50,BR,1643683021,88,-7.6142,-72.8958,72.03,1.88
Turan,75,VN,1643683023,73,16.0678,108.2208,71.58,5.75
Hay River,40,CA,1643683024,77,60.8156,-115.7999,-5.84,9.22
Nampa,0,US,1643683026,67,43.5407,-116.5635,34.99,0.0
Riyadh,93,SA,1643682924,43,24.6877,46.7219,62.74,6.13
Maniitsoq,96,GL,1643683028,87,65.4167,-52.9,11.21,9.71
Khilok,98,RU,1643683030,88,51.3674,110.4676,-0.72,3.56
Gornoye Loo,99,RU,1643683031,84,43.7129,39.6049,37.18,3.98
Anchorage,20,US,1643682974,87,61.2181,-149.9003,16.29,3.44
Tomatlán,0,MX,1643683034,65,19.9333,-105.25,65.84,3.27
Yakeshi,100,CN,1643683036,96,49.2833,120.7333,-12.26,5.19
Edineţ,97,MD,1643683037,77,48.1681,27.305,25.43,3.67
Hofn,35,IS,1643683038,73,64.2539,-15.2082,33.24,11.1
Boende,100,CD,1643683040,81,-0.2167,20.8667,70.14,2.39
Anadyr,0,RU,1643683041,49,64.75,177.4833,19.9,8.95
Rodrigues Alves,39,BR,1643683043,90,-7.738,-72.6509,72.32,1.16
Oodweyne,7,SO,1643683044,67,9.4092,45.064,59.59,1.74
Xinxiang,0,CN,1643683046,26,35.3089,113.8672,37.0,5.46
Zholymbet,100,KZ,1643683047,92,51.7433,71.7122,10.94,12.3
Makhinjauri,100,GE,1643683048,75,41.6739,41.694,42.66,9.22
Ca Mau,46,VN,1643683050,58,9.1769,105.15,86.61,13.18
Cairns,100,AU,1643683051,77,-16.9167,145.7667,90.07,6.91
Regeneração,1,BR,1643683053,72,-6.2378,-42.6883,73.17,2.21
San Miguel,0,SV,1643683054,61,13.4833,-88.1833,80.26,3.44
Upata,91,VE,1643683055,79,8.0086,-62.3989,73.18,5.39
Tateyama,83,JP,1643683058,54,34.9833,139.8667,50.27,7.87
Noumea,91,NC,1643683060,75,-22.2763,166.4572,78.78,8.48
Rørvik,100,NO,1643683061,93,64.8621,11.2373,27.27,20.07
Ciudad Juárez,20,MX,1643682850,21,31.7333,-106.4833,59.11,4.61
Kwang Binh,100,VN,1643683064,88,17.4833,106.6,63.86,7.87
Zyryanka,100,RU,1643682843,95,65.75,150.85,-9.4,11.3
Weihe,100,CN,1643683067,85,32.9952,105.3247,33.19,3.02
Huanren,12,CN,1643683068,53,41.2647,125.3667,20.7,5.84
Luang Prabang,0,LA,1643683070,72,19.8856,102.1347,64.36,2.3
Tigil',11,RU,1643683072,83,57.8,158.6667,19.76,7.38
Kuybysheve,42,UA,1643683074,89,47.358,36.6491,26.71,7.67
San Isidro,0,PE,1643683075,82,-12.1167,-77.05,73.51,10.36
Laguna,0,US,1643683077,66,38.421,-121.4238,56.32,4.61
Broome,9,US,1643683078,74,42.2506,-75.833,16.56,3.0
Fort Nelson,20,CA,1643683079,84,58.8053,-122.7002,-8.01,2.3
Houma,100,US,1643683081,72,29.5958,-90.7195,57.2,7.0
Minas,0,UY,1643683082,73,-34.3759,-55.2377,63.07,4.52
Ola,98,RU,1643683085,77,59.5833,151.2833,7.93,11.34
Kaeo,99,NZ,1643683086,84,-35.1,173.7833,73.33,13.6
Katobu,95,ID,1643683088,55,-4.9408,122.5276,87.69,6.76
Beruwala,23,LK,1643683089,83,6.4788,79.9828,77.77,1.77
San Juan,75,AR,1643682912,26,-31.5375,-68.5364,81.36,4.38
Makakilo City,75,US,1643683092,65,21.3469,-158.0858,75.0,11.5
Ekhabi,100,RU,1643683093,93,53.5102,142.9671,5.54,24.79
Roebourne,100,AU,1643683095,54,-20.7833,117.1333,92.77,14.38
Basirpur,0,PK,1643683096,65,30.5832,73.829,51.24,5.12
Naze,68,JP,1643683098,56,28.3667,129.4833,59.92,6.44
Ponta Delgada,20,PT,1643683099,72,37.7333,-25.6667,57.92,6.91
Abu Samrah,2,SY,1643683100,85,35.3029,37.1841,41.31,3.69
Coos Bay,75,US,1643683102,95,43.3665,-124.2179,43.02,0.0
Erzin,86,TR,1643683103,79,36.9559,36.2,43.32,4.5
Oussouye,100,SN,1643683105,67,12.485,-16.5469,71.96,9.1
Salinópolis,99,BR,1643683106,80,-0.6136,-47.3561,76.73,11.97
Arenys de Mar,36,ES,1643683107,84,41.5819,2.5494,51.6,5.99
Vadsø,86,NO,1643683109,87,70.0744,29.7487,-10.32,4.25
Tura,74,IN,1643683110,51,25.5198,90.2201,62.51,5.48
Puerto Nariño,90,CO,1643683112,84,-3.7703,-70.3831,78.75,1.83
Byron Bay,16,AU,1643683113,56,-28.65,153.6167,91.71,4.92
Banda Aceh,99,ID,1643683114,73,5.5577,95.3222,82.53,8.88
Laviana,100,ES,1643683116,99,43.2333,-5.5333,48.7,3.51
Boone,100,US,1643683117,76,39.0334,-92.3335,53.26,15.19
Codrington,88,AU,1643683119,61,-38.2667,141.9667,62.58,20.38
Sinnamary,100,GF,1643683120,89,5.3833,-52.95,75.87,8.77
Sola,99,VU,1643683121,83,-13.8833,167.55,78.37,5.32
Sinaloa,0,MX,1643683123,63,25.0,-107.5,63.1,2.57
Übach-Palenberg,0,DE,1643683077,92,50.9333,6.1167,38.34,6.91
Bethanien,63,NA,1643683126,67,-26.502,17.1583,73.44,6.8
Nīlēshwar,35,IN,1643683127,68,12.25,75.1,77.4,2.66
Izhmorskiy,100,RU,1643683092,93,56.194,86.6414,13.86,8.3
Banamba,91,ML,1643683131,19,13.55,-7.45,69.1,10.47
Opuwo,99,NA,1643683133,64,-18.0607,13.84,60.8,4.34
Saurimo,100,AO,1643683134,98,-9.6608,20.3916,63.66,3.27
Tazovsky,100,RU,1643683136,98,67.4667,78.7,-0.02,5.99
Fukuechō,75,JP,1643683138,66,32.6881,128.8419,48.56,10.36
Mataram,23,ID,1643683139,67,-8.5833,116.1167,86.81,8.03
Taft,75,IR,1643683140,21,31.7471,54.2088,42.75,6.91
Dīnhāta,14,IN,1643683142,53,26.1333,89.4667,63.19,6.44
Yamada,50,JP,1643683143,43,39.4667,141.95,36.41,5.7
Guerrero Negro,7,MX,1643683145,74,27.9769,-114.0611,60.93,10.2
Kaili,91,ID,1643683146,60,-3.4626,120.2147,80.67,3.8
Aliaga,4,PH,1643683147,53,15.5167,120.8667,84.76,4.65
Santander,100,ES,1643683112,62,43.4647,-3.8044,52.47,15.99
Sivaki,14,RU,1643683150,72,52.6333,126.75,1.98,8.95
Prieska,95,ZA,1643683152,88,-29.6641,22.7474,68.47,6.38
Biała Podlaska,100,PL,1643683153,76,52.0324,23.1165,28.44,10.8
Danville,0,US,1643683154,60,36.586,-79.395,36.21,5.75
Trojes,100,AL,1643683157,72,41.756,19.962,45.09,5.86
Conde,20,BR,1643683159,94,-7.2597,-34.9075,76.46,3.44
Tsimmerbude,99,RU,1643683160,61,54.675,20.1347,33.85,14.47
Colinas,39,BR,1643683161,91,-6.0258,-44.2492,71.2,1.07
Nichinan,89,JP,1643683163,51,31.6,131.3667,53.28,12.06
San Buenaventura,0,MX,1643683164,23,27.0833,-101.5333,68.47,3.98
Phalaborwa,0,ZA,1643683042,88,-23.943,31.1411,70.88,4.09
Codajás,100,BR,1643683167,98,-3.8367,-62.0569,72.91,2.8
Kieta,100,PG,1643683168,70,-6.2167,155.6333,84.63,7.87
Gobabis,100,NA,1643683170,82,-22.45,18.9667,67.84,9.42
Nagato,97,JP,1643683171,55,34.3833,131.2,44.55,22.3
Kiunga,100,PG,1643683174,77,-6.1219,141.2906,80.91,1.45
Dawlatabad,8,AF,1643683175,41,36.4141,64.9053,42.66,3.58
Ulaangom,100,MN,1643683177,96,49.9811,92.0667,-20.56,1.19
Huaihua,100,CN,1643683178,98,27.5494,109.9592,37.9,3.62
Wahiawā,75,US,1643683180,69,21.5028,-158.0236,72.46,11.5
Bailieborough,100,IE,1643683181,89,53.9167,-6.9667,48.43,18.34
Paamiut,100,GL,1643683182,81,61.994,-49.6678,18.43,9.46
Biak,69,ID,1643683184,59,-0.9131,122.8766,84.92,0.78
Galle,34,LK,1643683185,79,6.0367,80.217,78.06,3.89
Killybegs,100,IE,1643683187,95,54.6333,-8.45,49.44,24.49
Road Town,5,VG,1643683188,71,18.4167,-64.6167,77.09,9.22
Belyy Yar,20,RU,1643683190,76,53.6039,91.3903,-23.91,0.0
Leshan,100,CN,1643683191,84,29.5623,103.7639,44.33,3.47
Khorixas,93,NA,1643683192,78,-20.3667,14.9667,60.49,6.46
Muhos,100,FI,1643683195,93,64.808,25.9931,2.98,6.11
Villa Bruzual,0,VE,1643683197,60,9.3328,-69.1208,76.23,6.04
Voskresenskoye,100,RU,1643683198,98,56.8381,45.4317,30.74,9.6
Mayo,0,US,1643683199,72,38.8876,-76.5119,31.12,0.0
